coreid,PreparationProperties,aec:associatedTaxa,chrono:ChronometricAge,dc:rights,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:license,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:acceptedNameUsage,dwc:acceptedNameUsageID,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedOrganisms,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:catalogNumber,dwc:class,dwc:classs,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintSRS,dwc:footprintSpatialFit,dwc:footprintWKT,dwc:formation,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:individualCount,dwc:informationWithheld,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:language,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:materialSampleID,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:modified,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:organismID,dwc:organismName,dwc:organismQuantity,dwc:organismQuantityType,dwc:organismRemarks,dwc:originalNameUsage,dwc:originalNameUsageID,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentNameUsage,dwc:phylum,dwc:pointRadiusSpatialFit,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:sampleSizeValue,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subgenus,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:waterBody,dwc:year,flag_encoding_error,gbif:Identifier,gbif:Reference,gbif:identifiedByID,gbif:recordedByID,idigbio:recordId,obis:ExtendedMeasurementOrFact,symbiota:recordEnteredBy,symbiota:verbatimScientificName,zan:ChronometricDate
ea0da228-c6f3-4ad7-a63f-162666418596,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14431677,,,,,,PreservedSpecimen,,,449503,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,5,10.7667,124.817,,,,,,,,95,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,Embryo,,"Baybay, 8.5 Km E",,,,,,,,,,500.0,,4,,,,,,,,,http://n2t.net/ark:/65665/374278357-7dde-46d3-9d6e-4c0daa689fcc,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,No Number,J. Klompen,,,,,,,Eonycteris spelaea,,,Unknown,spelaea,95,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,5 Apr 1987,10 46 00 N,,124 49 00 E,,,,,1987,,,,,,,,,,
43c9d4c0-24f7-4eb4-994e-90ac9087847e,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401357,,,,,,PreservedSpecimen,,,459063,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,6,10.7667,124.817,,,,,,,,96,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Baybay, 8.5 Km N, 2.5 Km E, Mt. Pangasugan",,,,,,,,,,500.0,,4,,,,,,,,,http://n2t.net/ark:/65665/37d29b6c7-538a-4800-898a-856097174458,,,Chiroptera,,,,,,,,,,,Chordata,,Skull; Remainder in Fluid,,LRH 3129,L. Heaney,,,,,,,Eonycteris spelaea,,,Female,spelaea,96,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,6 Apr 1987,10 46 00 N,,124 49 00 E,,,,,1987,,,,,,,,,,
44f89132-b528-467b-b218-60e0e2bbd766,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14716715,,,,,,PreservedSpecimen,,,112986,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,,,,,,,,,,,,,,,,Bovidae,,,,,,,Bubalus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Artiodactyla, Bovidae, Bovinae","Asia, Philippines, Isabela Province, Luzon",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Luzon,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://n2t.net/ark:/65665/3b16d4ed2-f028-4afd-bda2-b0c7ee007c78,,,Artiodactyla,,,,,,,,,,,Chordata,,Skull,,No Number,J. Kirkman,,,,,,,Bubalus bubalis,,,Unknown,bubalis,,Isabela Province,,,,,,,,,,,-- -- ----,,,,,,,,,,,,,,,,,,
d0ec4694-917a-43cc-bce0-a047736063bf,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401315,,,,,,PreservedSpecimen,,,458095,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,26,10.75,124.78,,,,,,,,85,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Baybay, 7 Km N, Visca Campus",,,,,,,,,,10.0,,3,,,,,,,,,http://n2t.net/ark:/65665/3a49938dc-5263-4f84-b776-98ebaaf74d69,,,Chiroptera,,,,,,,,,,,Chordata,,Skull; Skeleton,,RBU 0156,R. Utzurrum,,,,,,,Eonycteris spelaea,,,Male,spelaea,85,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,26 Mar 1987,1045--N,,12447--E,,,,,1987,,,,,,,,,,
e2416883-6e59-4375-a20b-68fe0c675527,,,,,,,,,,,,,,PhysicalObject,,,,,,,,13907612,,,,,,PreservedSpecimen,,,579851,Mammalia,,Mammals,,Asia,,,Philippines,,Second,,,NMNH Extant Biology,,9,12.743,121.824,,,,,,,,99,,,,,,Pteropodidae,,,,,,,Eonycteris,WGS84,,Google Earth,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Palawan Province, Second, Palawan, Palawan",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Palawan,,Animalia,,,,,,,,,"Quezon Municipality, Quezon Poblacion, National Museum Of The Philippines Quezon Field Station Compound [Tabon Cave Complex]",,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/330c8cf7a-a61e-49c4-86e7-de9e8da7a212,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,122613,C. Ross,,,,,,,Eonycteris spelaea,,,Male,spelaea,99,Palawan Province,,,,,,,,,,,9 Apr 1987,,,,,,,,1987,,,,,,,,,,
8cf948ed-919a-46ab-b79e-bbd4a812febe,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14679809,,,,,,PreservedSpecimen,,,144939,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,,,,,,,,,,,,,,,,Cercopithecidae,,,,,,,Macaca,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae","Asia, Philippines, Mindanao",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Mindanao,,Animalia,,,,,,,,,Zamboanga,,,,,,,,,,,,,,,,,,,,,http://n2t.net/ark:/65665/36dd1d368-b247-4c2e-bf74-d97cb49f7899,,,Primates,,,,,,,,,,,Chordata,,Fluid,,915,J. Harris,,,,,,,Macaca fascicularis,,,Male,fascicularis,,,,,,,,,,,,,-- -- ----,,,,,,,,,,,,,,,,,,
36c67e2c-521d-464e-b82e-1e456edeffd3,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401357,,,,,,PreservedSpecimen,,,459059,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,27,10.75,124.783,,,,,,,,86,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Baybay, 7 Km N, Visca Campus",,,,,,,,,,10.0,,3,,,,,,,,,http://n2t.net/ark:/65665/339d4a34f-8321-45ed-8f27-2f1c84b23e01,,,Chiroptera,,,,,,,,,,,Chordata,,Skull; Remainder in Fluid,,JSHK 43,J. Klompen,,,,,,,Eonycteris spelaea,,,Male,spelaea,86,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,27 Mar 1987,10 45 00 N,,124 47 00 E,,,,,1987,,,,,,,,,,
35b08d7e-481c-4ceb-adf4-bdb78c2d4c9d,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401315,,,,,,PreservedSpecimen,,,458087,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,4,10.47,124.75,,,,,,,,63,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Inopacan, 4 Km S, 1 Km E",,,,,,,,,,50.0,,3,,,,,,,,,http://n2t.net/ark:/65665/360ed2b80-e3de-4280-81ca-06d975f513fd,,,Chiroptera,,,,,,,,,,,Chordata,,Skin; Skull; Skeleton,,EAR 1302,E. Rickart,,,,,,,Eonycteris spelaea,,,Female,spelaea,63,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,4 Mar 1987,10 28 -- N,,124 45 -- E,,,,,1987,,,,,,,,,,
5df406f7-64f2-4b9d-a528-8f669bfe849e,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401357,,,,,,PreservedSpecimen,,,459062,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,19,10.4667,124.75,,,,,,,,78,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,Juvenile,,"Inopacan, 4 Km S, 1 Km E, Cathedral Cave",,,,,,,,,,50.0,,3,,,,,,,,,http://n2t.net/ark:/65665/32bac9b23-2304-4de3-b6f2-89de6c1c7ef8,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,LRH 3019,L. Heaney,,,,,,,Eonycteris spelaea,,,Male,spelaea,78,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,19 Mar 1987,10 28 00 N,,124 45 00 E,,,,,1987,,,,,,,,,,
95231191-4868-4bf7-a6fa-fe55da3cd214,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401315,,,,,,PreservedSpecimen,,,458097,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,26,10.75,124.78,,,,,,,,85,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Baybay, 7 Km N, Visca Campus",,,,,,,,,,10.0,,3,,,,,,,,,http://n2t.net/ark:/65665/353d48b8e-2d6c-46fd-847b-b33917566e3e,,,Chiroptera,,,,,,,,,,,Chordata,,Skull; Skeleton,,RBU 0158,R. Utzurrum,,,,,,,Eonycteris spelaea,,,Female,spelaea,85,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,26 Mar 1987,1045--N,,12447--E,,,,,1987,,,,,,,,,,
335f2a9f-d675-4776-8b72-83cac17fffda,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14616878,,,,,,PreservedSpecimen,,,197089,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,,,,,,,,,,,,,,,,Equidae,,,,,,,Equus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Perissodactyla, Equidae","Asia, Philippines, Luzon",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Luzon,,Animalia,,,,,,,,,"Laoag, Los Banos",,,,,,,,,,,,,,,,,,,,,http://n2t.net/ark:/65665/33363f0ef-40e9-4063-8850-ec1b46fa0d50,,,Perissodactyla,,,,,,,,,,,Chordata,,Skull,,2,A. Reese,,,,,,,Equus caballus,,,Unknown,caballus,,,,,,,,,,,,,-- Summer 1913,,,,,,,,1913,,,,,,,,,,
7c3e9bc2-09bd-4e77-b7a7-ac9370ab930e,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401357,,,,,,PreservedSpecimen,,,459052,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,18,9.7167,124.117,,,,,,,,169,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Bohol Province, Bohol Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Bohol Island,,Animalia,,,,,,,,,"Bilar, 1 Km S, 1 Km E",,,,,,,,,,320.0,,6,,,,,,,,,http://n2t.net/ark:/65665/343192832-089f-4227-b91f-2e7e38ed747e,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,LRH 3704,L. Heaney,,,,,,,Eonycteris spelaea,,,Female,spelaea,169,Bohol Province,,,,,,,Degrees Minutes Seconds,,,,18 Jun 1987,09 43 00 N,,124 07 00 E,,,,,1987,,,,,,,,,,
11b60130-e34f-4ea6-bfb2-5c42ddfaee71,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14596686,,,,,,PreservedSpecimen,,,268348,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,,,,,,,,,,,,,,,,Bovidae,,,,,,,Bubalus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Artiodactyla, Bovidae, Bovinae","Asia, Philippines, Mindanao",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Mindanao,,Animalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://n2t.net/ark:/65665/35d7dc3e7-6ad6-41f3-8781-6dfe5c1c7788,,,Artiodactyla,,,,,,,,,,,Chordata,,Antler or Horn,,No Number,C. Riggs,,,,,,,Bubalus bubalis,,,Unknown,bubalis,,,,,,,,,,,,,-- -- ----,,,,,,,,,,,,,,,,,,
48671a4c-4901-4974-8b64-099f4f938349,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401342,,,,,,PreservedSpecimen,,,458728,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,22,,,,,,,,,,112,,,,,,Cercopithecidae,,,,,,,Macaca,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae","Asia, Philippines, Leyte Province, Maripipi Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Maripipi Island,,Animalia,,,,,,,,,Maripipi,,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/3c4510ab9-f25a-477b-9579-bd7b6ed53b50,,,Primates,,,,,,,,,,,Chordata,,Skull,,PDH 3435,P. Heideman,,,,,,,Macaca fascicularis,,,Unknown,fascicularis,112,Leyte Province,,,,,,,,,,,22 Apr 1987,,,,,,,,1987,,,,,,,,,,
c19413c3-7c46-490b-be96-52d5db00a239,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401342,,,,,,PreservedSpecimen,,,458733,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,22,,,,,,,,,,112,,,,,,Cercopithecidae,,,,,,,Macaca,,,,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae","Asia, Philippines, Leyte Province, Maripipi Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Maripipi Island,,Animalia,,,,,,,,,Maripipi,,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/3cbfbd2c7-9a3c-4bc5-891f-7d5242d9d204,,,Primates,,,,,,,,,,,Chordata,,Partial Skull,,PDH 3440,P. Heideman,,,,,,,Macaca fascicularis,,,Unknown,fascicularis,112,Leyte Province,,,,,,,,,,,22 Apr 1987,,,,,,,,1987,,,,,,,,,,
30d8a00a-4158-48fe-8882-46c9b4ebb790,,,,,,,,,,,,,,Image,,,,,,,,11456890,,,,,,MachineObservation,,,RAD117571,Actinopterygii,,Fishes,,,,,Philippines,,,,,NMNH Extant Biology,,30,20.4389,121.956,,,,,,,,150,,,,,,Carangidae,,121329,,,,,Trachinotus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Carangidae","Pacific, South China Sea, Philippines, Batanes",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Animalia,,,,,,,,,"Pacific/Philippine Islands/Batanes Province, Basco, Southwest of Chanaryan Close To Menez #3, South China Sea",,,,,,1.0,,,0.0,,,5,,,,,,,,,http://n2t.net/ark:/65665/310e982d9-6b4b-4bb1-965b-455a881c945a,,,Perciformes,,,,,,,,,,,Chordata,,Polyester,,,A. Ross,,,,,,,Trachinotus blochii,,,,blochii,150,Batanes,,,,,,,Degrees Minutes Seconds,,,,1985 May 30 - 0000 00 00,202620N,,1215720E,,,,"Pacific, South China Sea",1985,,,,,,,,,,
6095fcfd-50aa-45d8-bb95-ed8c3a172901,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401357,,,,,,PreservedSpecimen,,,459057,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,10,10.75,124.783,,,,,,,,100,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Baybay, 7 Km N, Visca Campus",,,,,,,,,,10.0,,4,,,,,,,,,http://n2t.net/ark:/65665/37dfd030c-3dac-404a-b169-164677b35f7c,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,EAR 1426,E. Rickart,,,,,,,Eonycteris spelaea,,,Female,spelaea,100,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,10 Apr 1987,10 45 00 N,,124 47 00 E,,,,,1987,,,,,,,,,,
3d114048-ed60-4fa5-93d5-8ff8388f4f48,,,,,,,,,,,,,,PhysicalObject,,,"[{""coreid"": ""http://n2t.net/ark:/65665/3e64e36bd-c180-42cc-8b2f-e919a076e5e7"", ""dwc:relatedResourceID"": ""http://n2t.net/ark:/65665/394bb3fb7-5b11-42ce-a19c-403d4cd52b02"", ""dwc:relationshipRemarks"": ""relatedResourceID resolves to NMNH public data and is GGBN occurrenceID"", ""dwc:relationshipAccordingTo"": ""NMNH, Smithsonian Institution"", ""dwc:relationshipOfResource"": ""Material sample""}]",,,,,13002415,,,,,,PreservedSpecimen,,,443420,Actinopterygii,,Fishes,,,,50000,Philippines,,,,,NMNH Extant Biology,,19,16.2484,120.235,,,,,,,,201,,,,,,Carangidae,,PHISH-2016-55,,,,,Trachinotus,WGS 1984 (WGS 84),,On-line Gazetteer,,,,,,,,"Animalia, Chordata, Vertebrata, Osteichthyes, Actinopterygii, Neopterygii, Acanthopterygii, Perciformes, Percoidei, Carangidae","Pacific, Philippines, La Union, Philippine Archipelago, Luzon",,,,,,,,"Williams, Jeffrey T.",1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Luzon,,Animalia,,,,,,,,,"Philippines, Luzon, La Union, Agoo public market. Vendors claim catch originated from vicinity of San Nicholas.",,,,,,,,,,,,7,,,,,,,,,http://n2t.net/ark:/65665/3e64e36bd-c180-42cc-8b2f-e919a076e5e7,,,Perciformes,,,,,,,,,,,Chordata,,Photograph,,PHISH-580,"Local Fishermen, J. Williams, K. Carpenter, N. Flores, P. Dicdiquin, D. Dumale & M. Santos",,,,,,,Trachinotus blochii,,,,blochii,201,La Union,,,,,,,,,,,,16.248405,,120.234771,,,,Pacific,2016,,,,,,,,,,
558375f2-665a-4c9a-aaef-001f7f2131d9,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14677394,,,,,,PreservedSpecimen,,,151521,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,19,,,,,,,,,,200,,,,,,Suidae,,,,,,,Sus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Artiodactyla, Suidae, Suinae","Asia, Philippines, Benguet Province, Luzon",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Luzon,,Animalia,,,,,,,Juvenile,,Haights In the Oaks,,,,,,,,,,,,7,,,,,,,,,http://n2t.net/ark:/65665/3d6f192fe-84bd-456b-9c54-a023a7a97a9c,,,Artiodactyla,,,,,,,,,,,Chordata,,Skin; Skull,,6443,E. Mearns,,,,,,,Sus scrofa,,,Female,scrofa,200,Benguet Province,,,,,,,,,,,19 Jul 1907,,,,,,,,1907,,,,,,,,,,
f13e5efa-a41c-4ec2-be3e-ccad66d7875c,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401342,,,,,,PreservedSpecimen,,,458727,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,20,11.78,124.3,,,,,,,,110,,,,,,Cercopithecidae,,,,,,,Macaca,,,,,,,,,,Ecological remarks by collector(s): yes,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Primates, Haplorrhini, Cercopithecidae, Cercopithecinae","Asia, Philippines, Leyte Province, Maripipi Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Maripipi Island,,Animalia,,,,,,,,,"Maripipi, 2 Km N, 4 Km W",,,,,,,,,,200.0,,4,,,,,,,,,http://n2t.net/ark:/65665/3ae0711a1-9124-4fdd-9dc9-ac3badbacae7,,,Primates,,,,,,,,,,,Chordata,,Skull; Skeleton,,PDH 3392,P. Heideman,,,,,,,Macaca fascicularis,,,Male,fascicularis,110,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,20 Apr 1987,1147--N,,12418--E,,,,,1987,,,,,,,,,,
aba78d53-ec4d-4897-8a8d-6c04904dc882,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401315,,,,,,PreservedSpecimen,,,458093,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,10,10.75,124.78,,,,,,,,100,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Baybay, 7 Km N, Visca Campus",,,,,,,,,,10.0,,4,,,,,,,,,http://n2t.net/ark:/65665/3a4edb0a9-8700-40ec-b971-401a117a18f4,,,Chiroptera,,,,,,,,,,,Chordata,,Skin; Skull; Skeleton,,EAR 1425,E. Rickart,,,,,,,Eonycteris spelaea,,,Female,spelaea,100,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,10 Apr 1987,1045--N,,12447--E,,,,,1987,,,,,,,,,,
d9b33746-50dd-4f35-ab10-a9993ab195d2,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14401315,,,,,,PreservedSpecimen,,,458092,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,10,10.75,124.78,,,,,,,,100,,,,,,Pteropodidae,,,,,,,Eonycteris,,,,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Leyte Province, Leyte Island",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Leyte Island,,Animalia,,,,,,,,,"Baybay, 7 Km N, Visca Campus",,,,,,,,,,10.0,,4,,,,,,,,,http://n2t.net/ark:/65665/306c4c8ad-0339-47f6-a0aa-e9ea945382a6,,,Chiroptera,,,,,,,,,,,Chordata,,Skin; Skull; Skeleton,,EAR 1424,E. Rickart,,,,,,,Eonycteris spelaea,,,Female,spelaea,100,Leyte Province,,,,,,,Degrees Minutes Seconds,,,,10 Apr 1987,1045--N,,12447--E,,,,,1987,,,,,,,,,,
de8277ca-70b6-4623-82e9-9084506041e5,,,,,,,,,,,,,,PhysicalObject,,,,,,,,13907610,,,,,,PreservedSpecimen,,,579846,Mammalia,,Mammals,,Asia,,,Philippines,,Second,,,NMNH Extant Biology,,9,12.743,121.824,,,,,,,,99,,,,,,Pteropodidae,,,,,,,Eonycteris,WGS84,,Google Earth,,,,,,,Ecological remarks by collector(s): no,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Chiroptera, Pteropodidae","Asia, Philippines, Palawan Province, Second, Palawan, Palawan",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Palawan,,Animalia,,,,,,,,,"Quezon Municipality, Quezon Poblacion, National Museum Of The Philippines Quezon Field Station Compound [Tabon Cave Complex]",,,,,,,,,,,,4,,,,,,,,,http://n2t.net/ark:/65665/3f899dcab-5f50-436a-97e4-d1853e96c770,,,Chiroptera,,,,,,,,,,,Chordata,,Fluid,,122608,C. Ross,,,,,,,Eonycteris spelaea,,,Male,spelaea,99,Palawan Province,,,,,,,,,,,9 Apr 1987,,,,,,,,1987,,,,,,,,,,
f89f008c-a791-408e-b310-3e7a465be6b1,,,,,,,,,,,,,,PhysicalObject,,,,,,,,14707005,,,,,,PreservedSpecimen,,,125190,Mammalia,,Mammals,,Asia,,,Philippines,,,,,NMNH Extant Biology,,,,,,,,,,,,,,,,,,Suidae,,,,,,,Sus,,,,,,,,,,,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Artiodactyla, Suidae, Suinae","Asia, Philippines, Mindanao",,,,,,,,,1,,,USNM,http://biocol.org/urn:lsid:biocol.org:col:34871,Mindanao,,Animalia,,,,,,,,,Zamboanga,,,,,,,,,,,,,,,,,,,,,http://n2t.net/ark:/65665/3dce3aadc-16d2-4d0f-b2fc-733a98b753af,,,Artiodactyla,,,,,,,,,,,Chordata,,Skull,,5743,E. Mearns,,,,,,,Sus scrofa,,,Unknown,scrofa,,,,,,,,,,,,,-- -- 1903,,,,,,,,1903,,,,,,,,,,
